t,p_x,p_y,p_z,q_w,q_x,q_y,q_z,v_x,v_y,v_z,w_x,w_y,w_z,a_lin_x,a_lin_y,a_lin_z,a_rot_x,a_rot_y,a_rot_z,u_1,u_2,u_3,u_4,mu_0,nu_0,tau_0,mu_1,nu_1,tau_1,mu_2,nu_2,tau_2,mu_3,nu_3,tau_3,mu_4,nu_4,tau_4,mu_5,nu_5,tau_5
5.13545,-2.430742330944268,1.4023810546640596,-1.7577462337840282,-0.07311305855955363,0.42988164392740635,-0.11127958547657357,-0.8930134510848163,9.264393656230684,-4.69190121984109,-0.00976615852157798,0.18132531565901974,-0.6131103920941461,0.11896243110627808,6.613904209613998,-1.5212544857437822,-0.3458392075012909,-3.288954751577262,-3.3740536337180496,0.13788381719671702,3.9711724660577197,4.178999322068612,4.178516470167905,4.178999403968526,0.00408050102758006,0.00010640232637189124,0.04494910434223359,0.006104097344729894,7.415494062972958e-05,0.05057677599327666,0.00667837817307149,0.000278107013059711,0.07010362818516878,0.9930256000974186,6.988942886423222e-05,0.047076953887009027,0.9939900334333264,8.75423052910619e-05,0.05298045622667227,0.9970297269978434,5.02132974109701e-05,0.04499365722557068
5.17653,-2.0444796712715974,1.208339937560384,-1.75839160256747,-0.07344230724142627,0.41687051067394826,-0.11340168162058631,-0.8988688341206909,9.536116579845798,-4.754399814215657,-0.023974474454909158,0.046203249718401736,-0.7517286255507769,0.12462719321054969,6.2762034421758095,-1.5647433351346671,-0.8349047744174296,0.10495765805673032,-0.022116536623010476,-0.0004587454517284355,4.178479077960523,4.178999288470427,4.177789147784732,4.178999375861664,0.003974798662826944,0.00010570236475311637,0.04493593853890661,0.006026334237864469,7.776310686542505e-05,0.05111193864855602,0.006435882711946812,0.00024249546112467869,0.06643543048810634,0.9929504380232994,7.516207411923577e-05,0.04739867212866004,0.9939028382883351,8.719514499127323e-05,0.0529216569637985,0.9969776776790804,5.204931876308095e-05,0.044992582527133264
5.21762,-1.647334803411864,1.0116878247226178,-1.7600298158901488,-0.073298382143884,0.4025678964448793,-0.11421306775280446,-0.9052743940881846,9.793965543855935,-4.818685086613769,-0.05827535923566428,0.05051528702633768,-0.7526372522561213,0.1246083463008594,5.776938226581405,-1.5390835500469064,-1.1907350306255695,0.09575038847087455,-0.004250567590461293,-7.984026141762329e-05,4.178727643402816,4.1789992504442015,4.178607489054655,4.178999344248877,0.0038700991976993726,0.00010469946512757123,0.044919284022439165,0.0059447192833939596,8.161495447051025e-05,0.05170460445453152,0.0062232831987151,0.0002125995132317112,0.0629389409229268,0.9928692385815264,8.119944177299838e-05,0.04779458522666627,0.9938163290190735,8.650926926172283e-05,0.0528054522911585,0.9969237802729505,5.389740612998045e-05,0.044991365251414596
5.2587,-1.2400178493044762,0.8124165272998344,-1.7633803188150672,-0.07317197084450086,0.38814978551799595,-0.1150720471182867,-0.9114515610645861,10.031302900842274,-4.8819161629421455,-0.10719502809058935,0.05444905665287229,-0.7528118808289127,0.12460506617635699,5.2770040539302,-1.514764233934221,-1.526179627513028,0.09450536943472614,0.002138069964605922,-2.876926659225491e-05,4.17887065090763,4.178999206621902,4.178827286912176,4.17899930856233,0.0037666689164054462,0.00010343028129392637,0.044898467155414915,0.005859021452647868,8.569783074609173e-05,0.052354963836110276,0.006035932348480477,0.00018735085023462356,0.05978971319601994,0.992781090289659,8.814829186748188e-05,0.04828608139318634,0.993730842852139,8.548616693448436e-05,0.052632980691017114,0.9968680391154172,5.574115753321201e-05,0.0449899979257336
5.29978,-0.823372154185059,0.6105681987750949,-1.7690265216918617,-0.07305879934733943,0.37362916116695183,-0.11597570121717916,-0.9173947983287128,10.248101167647896,-4.944148114477506,-0.16989596496639994,0.05833167642876845,-0.7527240412407868,0.12460388423162647,4.777280735013576,-1.4918019558506261,-1.841471135011096,0.09437748094027672,0.0046168411473061525,-2.426586200582138e-05,4.178928570359505,4.178999155966906,4.178891967385134,4.178999268923224,0.0036647420037235175,0.00010192691268192858,0.04487348611450077,0.005769034247135005,8.998720551286254e-05,0.05305995200006244,0.005870019997280136,0.0001659123512003405,0.057083903202071594,0.9926849005429257,9.618974673322855e-05,0.0489015834390824,0.9936467052320477,8.413762009135998e-05,0.05240757786884118,0.9968104760302324,5.7563085184845374e-05,0.0449884788457762
5.34087,-0.3982414251724708,0.40618273262728777,-1.7775175983661946,-0.07295704618227111,0.35901302612602237,-0.11692401845074317,-0.9231010821698274,10.444369006901015,-5.005436693212778,-0.24555020861733112,0.0622090420862941,-0.752534364835648,0.12460288730292002,4.278312956844908,-1.470184491385823,-2.1367650072603013,0.09454016857708712,0.005700908794079684,-3.2013127766991485e-05,4.17895281730323,4.178999098225435,4.178904549038922,4.1789992264479885,0.0035645250768623553,0.00010021692686116215,0.044846223159840076,0.005674589082318682,9.444516481632333e-05,0.05381175930037288,0.005722404420703645,0.00014761557657649066,0.054840162929722595,0.9925793482412094,0.00010555230171626735,0.04967916953677394,0.9935642203349967,8.248489705090855e-05,0.05213457265675079,0.996751130375982,5.934565425046008e-05,0.044986814871446325
5.38195,0.03453145390233727,0.19929774448895696,-1.7893688286132794,-0.07286539315823061,0.34430637158290145,-0.11791733225451032,-0.9285683481740411,10.620137458927351,-5.06583714891824,-0.33333618441166823,0.06609309153585985,-0.7523001510406343,0.12460157208872955,2.8918314768411832,-1.180919780798361,-1.4815721108837376,21.631779973830582,-21.456232656471556,-0.8794165561096581,4.178980036900671,4.178999019736116,2.856548963152499,4.178999182041193,0.0034662019154074195,9.83231614549359e-05,0.04482197567601013,0.005575571408499421,9.901767381926126e-05,0.0545937678070329,0.005590480597039511,0.00013192382366413399,0.05302972245133881,0.9924628209494293,0.00011652729178004508,0.05066973850989082,0.9934836628305894,8.055750440728255e-05,0.05182095602341255,0.9966900586443204,6.107173166167975e-05,0.04498502555202931
5.42303,0.47338671068185467,-0.009788577371951625,-1.8042594166359243,-0.0772686217942935,0.3204040650803296,-0.12659901636366483,-0.9355978888983304,10.7389442753834,-5.1143535720812805,-0.39420448439864975,0.9548042538390644,-1.633799199470728,0.08847198355397254,1.836381989003243,-1.4246298609224841,-1.8849713322997046,-23.71594091249896,-23.90325523860866,0.979294188290416,2.7063529358061427,4.1789989594777905,4.178975598566735,4.178999136251659,0.0033699394894305974,9.626242597682184e-05,0.044809202502857255,0.005471946616330663,0.00010362479216875817,0.05535527065583469,0.005472055140093808,0.0001184254569457031,0.051633763442285305,0.9923333564176475,0.00012946453178172196,0.051937842706399714,0.9934052671327939,7.839569779554771e-05,0.051475596472287145,0.9966273357058605,6.272293845982867e-05,0.044983151778945
5.46412,0.9162977083806755,-0.22108623805282362,-1.8219508630688264,-0.08386851339113814,0.2782572280356279,-0.13273138206560364,-0.9475871276972356,10.81438943865032,-5.172882480062221,-0.4716458722854943,-0.019531720313727574,-2.6158307184503617,0.12870490370040621,1.131246274320767,-1.7512302408082943,-3.8009827123469666,1.6739379304323871,-1.3359191841322886,-0.0546567795246478,4.178965359242432,4.178998901353024,4.0967745295282825,4.178999085165447,0.00327589029297653,9.404919645406721e-05,0.04481417020772028,0.0053643188377725465,0.00010762777855811672,0.04689615776227352,0.00536513535762777,0.00010691978246603805,0.05884714212800158,0.9921885529888329,0.0001448034288146776,0.05356319932908787,0.9933292148570503,7.605227574355867e-05,0.05110922134710379,0.9965630517464883,6.428395937215056e-05,0.0449812539621011
5.5052,1.3617684087221644,-0.43511451652656424,-1.84442096030233,-0.08853892011571338,0.2260448153589116,-0.12900589931662215,-0.9614687076336002,10.860865095878667,-5.244829303885876,-0.6278038846298702,0.049239657981433274,-2.6707150734276057,0.12645940702293154,-0.456822528435798,-1.5561061990704763,-4.59504817004584,0.34052947384381027,0.00268971846216335,-0.00011444076000782713,4.178949135273842,4.178998836856412,4.178776855495422,4.178999025266399,0.003184190096171254,9.170019680527624e-05,0.044834616839356946,0.005254196592216631,0.00011012224555591572,0.045502862665293665,0.005268307238888659,9.68281187391114e-05,0.05761806738073237,0.9920253968669837,0.00016315612184927798,0.055642570462309256,0.9932556342167437,7.358064030662308e-05,0.05073221044400418,0.9964973061338395,6.5745612648762e-05,0.04497940465334241
5.54628,1.8078189042169928,-0.6519366749353329,-1.874002957266483,-0.09324123817254079,0.17254653708522094,-0.125654061088157,-0.972494122006709,10.842097186779018,-5.308759731733985,-0.816584956043362,0.0632298309983716,-2.6706045701392185,0.12645470538575862,-2.1259322714220072,-1.3091999183201808,-5.123625291895083,0.3376326937974461,0.0075433251209531755,2.665957214846314e-06,4.178956065085764,4.178998755078035,4.178959887486358,4.178998941635658,0.00309495752623372,8.923256993753411e-05,0.04486213817078195,0.005140633185349639,0.00011356340686699138,0.04544220806815193,0.005180257765195498,8.804947369316034e-05,0.05573387873306567,0.9918400802104359,0.00018531665654776216,0.058271050647097936,0.993184601951751,7.103226499275271e-05,0.05035401750504479,0.996430206982805,6.709915103449217e-05,0.0449776957440124
5.58737,2.2516933346033636,-0.8711813617966807,-1.9118149671434541,-0.09771111260961218,0.11850520723536553,-0.12220164997950893,-0.9805487275260271,10.75475625865387,-5.362546363370639,-1.0270818727961561,0.07710099389385641,-2.6702946632686797,0.12645481491284968,-3.8099700563660996,-1.032612628965739,-5.450966396162683,0.3375050373773113,0.010036072170857984,6.0278181318612935e-06,4.178976137354483,4.178998643602759,4.178985022865884,4.1789988224795245,0.0030082962632960518,8.666126293766787e-05,0.04488923619945823,0.005023890154272183,0.0001167430310774558,0.04543251173925727,0.005099848702603361,8.040906259213722e-05,0.054119343011398834,0.991627791676678,0.0002122885337579238,0.06150086339712411,0.9931161433285365,6.845862321451792e-05,0.049983317977431274,0.9963618709178015,6.833606500348138e-05,0.0449762327013428
5.62845,2.6905588562374247,-1.0924062939149424,-1.9585795790972917,-0.10191899882151192,0.0640857613542022,-0.11866044930108591,-0.9856090635950772,10.598229013959733,-5.40496979643104,-1.2510271370078838,0.09096691220541653,-2.669882345402341,0.12645506255725364,-5.487419543666516,-0.7300606355069224,-5.576568101982008,0.3375151968306806,0.012101514342902067,3.2629543274089424e-06,4.17898763505972,4.178998485317414,4.178992377134902,4.1789986499404685,0.002924293741423474,8.40025218725779e-05,0.04491228851663018,0.004904561280756175,0.000119328873516008,0.04543308820853592,0.005026096629584524,7.37520730188361e-05,0.05277018065862869,0.9913823952408783,0.0002453964357997192,0.06528706729747785,0.9930502369876404,6.590634089609686e-05,0.04962721970108929,0.9962924203346121,6.945058318938458e-05,0.04497511476724158
5.66954,3.121575591371318,-1.3151221756310156,-2.014678963465897,-0.1058364921080182,0.009453132901557,-0.11504275538907846,-0.9876610931213279,10.372786123610584,-5.43496330767783,-1.4801325701054358,0.10483324790378545,-2.669385171758271,0.12645519661112883,-7.136932655468444,-0.4055507992863025,-5.502213594555407,0.3374839294283282,0.013997555724695784,1.7474455800482145e-06,4.17899290488406,4.178998255361836,4.178995392915749,4.178998395067859,0.0028430190093146693,8.127473210880448e-05,0.04493058753617114,0.0047834224114920755,0.0001211388692640989,0.045434482044237015,0.004958150899605055,6.794572997946955e-05,0.05165378816454928,0.9910959838049885,0.0002864114358897686,0.06944161191412088,0.9929868212997817,6.341568785869978e-05,0.04929110249547691,0.9962219804907426,7.043984386942938e-05,0.044974416791158225
5.71062,3.54193283285836,-1.538799228015655,-2.08015595436759,-0.10943605899794749,-0.04522727762494328,-0.1113602692123742,-0.9867001204141886,10.079575314181392,-5.451624790119069,-1.7061832531640395,0.1186982990250405,-2.668810101928948,0.1264552684024652,-8.73753384234601,-0.06334525023200552,-5.2320289519016745,0.3374234209090624,0.015828805291474672,9.983418124620534e-07,4.178995480577948,4.178997913291623,4.178996888307138,4.1789980068283175,0.002764520219165415,7.849879014925437e-05,0.04494469677105427,0.004661356856441668,0.00012206555505040769,0.04543310954030961,0.004895274553632069,6.28763459729865e-05,0.05073395143370479,0.9907582541195145,0.0003377296854741145,0.0736520103767325,0.9929258013323915,6.1019967390097356e-05,0.048978668164530115,0.9961506765349109,7.1303955831783e-05,0.044974174228258126
5.7517,3.9488847976874415,-1.7628741746279848,-2.1547190419495483,-0.11269113847933025,-0.09978995802583032,-0.10762400046766496,-0.9827307569023379,9.720606063103167,-5.454227240357938,-1.921133781353291,0.1325608642391464,-2.6681597977946847,0.12645530941793012,-10.268867734877093,0.292088699907876,-4.772437383960995,0.33734401099215816,0.01763641092506687,5.704953485047527e-07,4.17899686801385,4.178997387148571,4.1789977255000235,4.178997387550139,0.002688822117159924,7.569810200549057e-05,0.04495548539288192,0.004539289605732402,0.00012206725070926641,0.04542746420187657,0.004836827885829179,5.844666780288985e-05,0.04997696126745495,0.9903556186253739,0.00040263549414052454,0.07757900845071243,0.9928670558059797,5.8745526411805694e-05,0.04869212272747127,0.9960786304373682,7.204609754268653e-05,0.04497437649668955
5.79279,4.339785542394631,-1.9867576159202909,-2.2377512841917038,-0.11557626538898241,-0.1540697323006691,-0.10384424834490572,-0.9757668833407724,9.298724119442456,-5.4422271881983475,-2.117202638361371,0.14642016700884708,-2.667435230733119,0.12645533285592667,-11.711443414987158,0.6561314458274128,-4.13208463655494,0.3372493107107825,0.01944125449073459,2.3138008543107065e-07,4.178997680653996,4.1789965374713685,4.178998234909112,4.178996331156233,0.002615923951265171,7.289816589475317e-05,0.04496375113146357,0.004418124081296433,0.00012116552443596851,0.045417154363163334,0.004782254328398699,5.4573557430480546e-05,0.04935356286715108,0.9898699230856396,0.00048569553973435515,0.08096774101920796,0.992810443583145,5.6612222834767334e-05,0.048432433006691034,0.9960059577811151,7.267265625305545e-05,0.04497497104596944
5.83387,4.712122624458908,-2.209841705667158,-2.3283230367400485,-0.11806719371399463,-0.20790224092586557,-0.10003058118925598,-0.9658315963474537,8.817575989137284,-5.415270953410901,-2.2869635061461997,0.16027557915108975,-2.666636514219915,0.12645534236185105,-13.046869500391566,1.024066539776864,-3.321736380439837,0.33713808975976,0.0212629599572218,-2.3174979617833211e-07,4.178998189214668,4.178995065738198,4.17899856393112,4.178994342525812,0.00254579820973202,7.012574153315097e-05,0.04497012570280766,0.0042986861524976225,0.00011943792879881023,0.04540251310974779,0.0047310683524779676,5.1185975920731054e-05,0.04883927667960957,0.9892765627341414,0.0005933603514981676,0.0836993173806427,0.9927558093994763,5.463418366871398e-05,0.04819960787669431,0.9959327643981745,7.319338294069444e-05,0.04497587604796801
5.87495,5.0635491046032355,-2.431508037885336,-2.4252083511335707,-0.12014101701531327,-0.2611244273768059,-0.09619181586983007,-0.9529571329945716,8.281563762120443,-5.373198624368079,-2.423432359060608,0.1741264219374692,-2.6657629555076663,0.12645533284073762,-14.258075730230615,1.3911376398135102,-2.3541492744183774,0.3369994666586654,0.023139982798743356,-1.3305127278149271e-06,4.178998524423748,4.1789922442929575,4.178998786113768,4.178989981831919,0.0024783905243346313,6.740768539738857e-05,0.044975081873105054,0.004181681264220359,0.00011700488827726422,0.0453843352187483,0.004682845115016239,4.822323746172884e-05,0.04841403632788787,0.9885416616172865,0.0007349011168549128,0.08577596193966042,0.992702988690736,5.282070874019931e-05,0.04799296826181249,0.9958591428798065,7.362151836798002e-05,0.04497699662416243
5.91604,5.391913504146052,-2.65113564927771,-2.5269048457991357,-0.12177628562377572,-0.3135750142601443,-0.09233599763880737,-0.9371847753552498,7.695790835909577,-5.316045697040876,-2.5201492607873557,0.18797156958930838,-2.6648122819600606,0.12645527817849928,-15.329515543509835,1.7526063240497372,-1.2439163590981692,0.3367734771278402,0.025202829675518512,-5.5204852307129696e-06,4.178998754782119,4.178985937711798,4.178998941658334,4.178977449354031,0.0024136209170521456,6.47696072824857e-05,0.04497896630749042,0.004067668244325413,0.00011401301989494518,0.04536365133761568,0.004637211612423927,4.563350259231226e-05,0.04806158428013927,0.9876177572006933,0.0009239044165930568,0.08727616016904932,0.992651811482996,5.1177207740140785e-05,0.04781138434429637,0.9957851690456362,7.397383417019439e-05,0.044978239442603554
5.95712,5.695287358935574,-2.868109040270937,-2.6316568100845132,-0.12295312544253847,-0.3650949309758076,-0.08847036889213601,-0.9185647536740542,7.065999316547835,-5.244042338778612,-2.571253809494835,0.20180743278009763,-2.6637768592587685,0.12645505137715182,-16.247313713013288,2.1038138169210083,-0.007269019440801955,0.3357376442078753,0.0284422849138563,-4.213854353037044e-05,4.17899891894445,4.178967690882752,4.178999054502677,4.178904189093653,0.002351386368788165,6.223454826398075e-05,0.04498203233580677,0.003957050086445258,0.00011061815788015486,0.04534153860433869,0.004593839130545936,4.3372481877991134e-05,0.04776883203668596,0.9864370316300785,0.0011807255706149113,0.0883111285655729,0.9926021053900252,4.9706092970707496e-05,0.047653470407482405,0.9957108985114221,7.4270534214074e-05,0.04497952262506997
5.9982,5.971990072599604,-3.081826114253745,-2.737481241237319,-0.12365345115872955,-0.41552734657621004,-0.08460112858579667,-0.897156335021258,6.398501354213488,-5.15761011615212,-2.571552446903493,0.21560074023671394,-2.6626083481092038,0.12645332017453956,-16.862353056729493,2.454370425139742,1.4215018487169786,-2.3204840906055297,2.6711418333429795,-0.10813075857518471,4.178999038811325,4.178822298423789,4.1789991393693935,4.016219553391759,0.002291564494280756,5.982187450740884e-05,0.04498446602314304,0.003850079202725938,0.00010697088371932036,0.04531898211584301,0.0045524368074224995,4.1402323123436524e-05,0.047525273788098996,0.9849003799136381,0.001536651716440332,0.08899478765131212,0.9925536978095411,4.8407580484284744e-05,0.04751773615738287,0.9956363635347414,7.453497668075893e-05,0.04498078042080379
6.03929,6.220721963745043,-3.291696879543644,-2.842118455598662,-0.12429733934995214,-0.463603799553963,-0.07990006594651622,-0.8736347398963732,5.705735368134564,-5.056775769839088,-2.5131520488910444,0.12026692509237696,-2.5528682543093044,0.12201092050838473,-16.931792592062305,2.8109571259137236,2.9927027752760464,-2.2682753861054614,11.092460689229977,-0.1041502770209604,4.178999130567297,3.916556932969665,4.178999206784413,3.7599398988262926,0.002234018309724523,5.754618455623292e-05,0.0449864058454149,0.0037468720226834723,0.00010320718004246563,0.04529679886018142,0.004512746557582999,3.969024983950058e-05,0.04732243676641987,0.9828590652234629,0.002041314690175214,0.08942749158725154,0.9925064181077009,4.7279701840048364e-05,0.04740263041571746,0.9955615709346898,7.479260005155869e-05,0.04498196475051067
6.08037,6.440894630759184,-3.4971212623143515,-2.943009353104725,-0.12512850041115867,-0.5051658030886458,-0.07406215133788005,-0.8506851082595611,5.010116556711167,-4.941291561994083,-2.3902010774471245,0.027078030916852153,-2.0971501560365753,0.11773205331125745,-16.974863533782447,3.1059678904146595,4.142537622199425,-0.8977655516268505,14.253525998889037,-0.04532992185500882,4.178999209125242,3.7749068180323233,4.178999268816318,3.706741462318678,0.0021786021627208177,5.5416147003705046e-05,0.0449879571378542,0.0036474280584865523,9.944396419691974e-05,0.045275613416686705,0.004474539831610303,3.8206725972695736e-05,0.04715336082953748,0.9800822172074523,0.00277684801601059,0.08968967437597741,0.9924601010438103,4.631706389069295e-05,0.04730644775106973,0.9954865025976758,7.506833701405423e-05,0.04498304573740083
6.12145,6.632414207547516,-3.6975416286839526,-3.037839078185985,-0.1256599086305204,-0.5365401440186831,-0.0683159786519306,-0.83166529920682,4.312728236411297,-4.813687253088104,-2.220010763494071,-0.009805400212130016,-1.5115641491191572,0.11586973742289255,-17.218456024034463,3.3215871497265965,4.794994021235024,-0.10512440564813433,9.534998948181105,-0.010520878668501066,4.178999278900483,3.893725938155262,4.178999326520379,3.8779050203571686,0.0021251667555843416,5.3435407136476374e-05,0.04498919988674956,0.003551656183343688,9.577187514286414e-05,0.04525583505598284,0.004437614184255286,3.6925647355017413e-05,0.04701238292640781,0.9761957196206511,0.0038864975868010895,0.08984130506561051,0.9924145882480075,4.551279580273313e-05,0.04722754455759642,0.9954111159383237,7.538665935215608e-05,0.04498400610303954
6.16254,6.795050719424451,-3.8925258210129696,-3.125090340651806,-0.12561663492169373,-0.5589485253189902,-0.06341662011749542,-0.8171752076456366,3.605332262307528,-4.677224531107016,-2.023015198866289,-0.014124288109612785,-1.119832169224333,0.11543750196555867,-17.462800942509283,3.477731965885118,5.213161883278768,0.22717749466716178,2.498484933454971,0.0042418767168179725,4.178999341021024,4.0989637002011685,4.178999379377593,4.105342423824776,0.002073562042812544,5.1604712771797404e-05,0.04499019362129144,0.0034594048616826546,9.225132166103348e-05,0.04523766502875089,0.004401788528564999,3.582565569028613e-05,0.046895069177925595,0.9705592466554382,0.005636472965212853,0.08992447958323636,0.9923697258721828,4.486237582489968e-05,0.04716470179534014,0.9953353415452096,7.57743931139206e-05,0.04498483309075333
6.20362,6.928405729351668,-4.081764768632771,-3.2038778869304316,-0.12514685682659435,-0.5768732140639323,-0.05915877372206745,-0.8050191172816668,2.8878977219478457,-4.5343468196417644,-1.8088397975739183,-0.004791021241189124,-1.017185440573523,0.11561177348606742,-17.269813458699634,3.5819576432254316,5.703904806840392,0.3385799322787144,2.0791491783580116,0.009230223377546675,4.178999396259652,4.108146353035053,4.178999427330876,4.122026357118035,0.002023639779554804,4.992226325773996e-05,0.044990983271781075,0.0033704865135371575,8.891834814549719e-05,0.045221156016124565,0.004366899113480501,3.488941508449823e-05,0.04679795158483021,0.9619948791874424,0.00856436746799583,0.08996727793915461,0.992325362193123,4.436367905981779e-05,0.047117098043735886,0.9952590809777863,7.626056742347846e-05,0.044985516501180337
6.24471,7.032443135065885,-4.2650413613069755,-3.273444123473392,-0.12436434559745901,-0.5930157036814178,-0.0553048272939244,-0.7936039574964984,2.1783918000954676,-4.387187143263639,-1.5745029156027435,0.009119057610943029,-0.9317665298257406,0.11599098419161738,-16.401056130070316,3.601063527412218,6.2768258711126474,0.3683287074310759,12.459390546442373,0.011849494983409177,4.178999445440519,3.78710176705123,4.1789994706209015,3.8049205313195826,0.0019752571015724278,4.8382677982376084e-05,0.04499160461908172,0.003284693461149534,8.579305238762365e-05,0.045206274940962195,0.004332797683958321,3.4101429522180136e-05,0.046718168638153854,0.9481084082071071,0.013886470980335368,0.08998755645191686,0.9922813480955285,4.401409759445022e-05,0.047084017429759546,0.9951822082951758,7.68726826105065e-05,0.044986050940028346
6.28579,7.108057040530144,-4.442245955007643,-3.3328698877563574,-0.12302068488597531,-0.6041485904811655,-0.052428171073576786,-0.7855709125662488,1.5045775474547596,-4.23924252858811,-1.316628379977854,0.02425132292090416,-0.4198900468218514,0.11647780397584925,-16.450408992576893,3.5993225520835224,6.308305451858426,0.8380385872369788,6.082692193621352,0.032855003150287075,4.178999489165023,3.9674414155007147,4.178999509568905,4.016847414871699,0.0019282809069309473,4.697619464148045e-05,0.044992087956639205,0.003201808843940594,8.28846172089401e-05,0.04519293978085518,0.004299351644775695,3.344603918262589e-05,0.04665317928126544,0.9232728634613031,0.024835544745804024,0.08999611613007004,0.9922375404253129,4.380767021562915e-05,0.04706457642939167,0.9951045761585641,7.76321366117685e-05,0.04498643800246407
6.32687,7.155937481483014,-4.613362508109217,-3.3816431428263334,-0.12092947673728008,-0.6091259959660823,-0.05089603706565569,-0.7821452270173062,0.8287357020845455,-4.091369439427808,-1.057460550189135,0.058680955980195376,-0.1699912194546367,0.11782760542873434,-16.442844337808154,3.537763713289671,6.202543048902276,0.020115671118332148,0.01274150642428188,4.797945319454873e-06,4.178999526141268,4.178818280911904,4.17899954286304,4.1788254791455,0.0018825883092401506,4.5692597690796794e-05,0.04499245629723471,0.0031216184273667375,8.019041657385639e-05,0.045181024245963625,0.004266440954603872,3.291069017182307e-05,0.04660102164696377,0.8711562729967948,0.05211659046450833,0.08999912570264157,0.9921937992031173,4.3741222195515934e-05,0.04705829315347347,0.9950260151189124,7.856103965154513e-05,0.04498667646455649
6.36796,7.1760557006358585,-4.778451315916561,-3.4198481232546336,-0.11847323181286705,-0.6121170233271983,-0.04994903272564398,-0.7802447803524245,0.15320463988335792,-3.9460254083126927,-0.8026378195172177,0.059507379949083235,-0.16946775263879832,0.1178278025455489,-16.073313355984663,3.4408945718544413,6.168920611516721,0.019906961737317774,0.008555975902264229,-1.632053135490071e-06,4.178999554511422,4.178954798367011,4.178999568699616,4.178952329963575,0.001838065522675328,4.4522786564822726e-05,0.04499272602449621,0.0030439199814592584,7.769844590747894e-05,0.04517037547250064,0.004233954088486764,3.248686611710889e-05,0.046560328681323156,0.7292080244084331,0.14194824858836166,0.08999989079406295,0.9921499821832452,4.38170198721277e-05,0.04706532098374791,0.9949463287696916,7.968634922084461e-05,0.04498675766170162
6.40904,7.168733699164771,-4.937650776662077,-3.4476125638380704,-0.11600389256264723,-0.6150911172752886,-0.04901529675312863,-0.778333794129562,-0.5071447632606142,-3.8046611092113256,-0.5491964192510521,0.060325229387497445,-0.16911624243954804,0.11782773549494831,-15.711704696710505,3.345121351105725,6.13621330989637,0.019817521957016273,0.00847811084847711,-3.6043674648927447e-06,4.17899956760004,4.1789616427066205,4.17899958045627,4.1789562097489386,0.0017946092918593578,4.3456230815970244e-05,0.04499291098201492,0.0029685268429883163,7.539313847094181e-05,0.04516084202686431,0.004201787538370995,3.216655011576875e-05,0.046529934218003624,0.34997811611896884,0.3792299082894643,0.08999999329852791,0.992105945096048,4.40370871972555e-05,0.04708591664557712,0.9948652960217151,8.103274797645368e-05,0.04498667230498935
6.45012,7.134588482134566,-5.091123466313194,-3.4649924445854117,-0.11352163470538104,-0.6180495899749476,-0.04809448869415729,-0.7764112589236649,-1.1526379847925683,-3.6672315177684167,-0.29709875232879024,0.06113940431871881,-0.16876793121618128,0.11782758741459602,-15.357930527677087,3.250434949119033,6.104362016984622,0.01923248900613847,0.010686685558639017,-2.5626248071449885e-05,4.178999566497009,4.178913203352667,4.178999578432106,4.178874655706184,0.0017521276283622403,4.2481663497117364e-05,0.04499302283196045,0.0028952692901341513,7.325755285416496e-05,0.04515228253770426,0.004169845128177046,3.1942410193947724e-05,0.04650886311695581,0.16149327552841228,0.18848484059055656,0.08999994239077655,0.9920615415064044,4.4403589643632696e-05,0.04712048224053749,0.9947826731875167,8.262283419845047e-05,0.044986409018904994
6.49121,7.074223754416423,-5.239030116428516,-3.4720422389541583,-0.11102660526684761,-0.620991632366446,-0.04718646423376232,-0.7744778260786153,-1.7835968936912165,-3.5336919835684024,-0.046309650840288465,0.06192954399651261,-0.16832888381668495,0.11782653459634729,-15.00980496016918,3.1567556443150657,6.073536325280677,-0.005085974070725895,0.04785967817841005,-0.0010140487264848027,4.178999559473276,4.178514546312137,4.178999570235762,4.176989650246666,0.0017105395095559897,4.158811880625069e-05,0.044993070919179604,0.002823995368075164,7.127392205898788e-05,0.04514456647446145,0.004138036590155113,3.180853802193415e-05,0.04649637649577226,0.09447065371226412,0.06702262181614815,0.08999947529940239,0.9920166209149034,4.4920591500972406e-05,0.04716974023086964,0.9946981936456532,8.447954186353603e-05,0.0449859508674779
6.53229,6.988231829487956,-5.381529721830055,-3.4688147496073616,-0.10852489631647888,-0.6239031580951244,-0.04628516838039031,-0.7725444061197997,-2.400253554781238,-3.404001131444334,0.20321302059316676,0.06172059392706355,-0.1663626364587307,0.11778487383503053,-14.208018451439775,3.0523670152093043,6.102926585293081,-5.673300591160173,7.696728400599321,-0.23202483706885138,4.17899954924022,4.116643495035206,4.178999559151503,3.7677339556970777,0.0016697744686790786,4.076504087691103e-05,0.044993062862722644,0.002754571114522837,6.942425355232698e-05,0.04513757492174613,0.004106276366245834,3.176022390927811e-05,0.04649193029552959,0.06306841682194789,0.03140223689031623,0.08999757433433826,0.9919710267331618,4.559418174155527e-05,0.04723476461978553,0.9946115672596069,8.662638604629243e-05,0.044985273874189116
